,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
3009,2023,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,GO,Goiânia,68,60,4
3025,2023,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,GO,Aparecida de Goiânia,35,11,9
3042,2023,1663,Centro Universitário Araguaia,GO,Goiânia,97,69,19
3051,2023,1703,Centro Universitário UniBRAS Rio Verde,GO,Rio Verde,16,0,11
3078,2023,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,Goiânia,86,41,12
3084,2023,1822,Centro Universitário Sul-Americana,GO,Goiânia,6,2,3
3146,2023,2266,FACULDADE UNIÃO DE GOYAZES FORMOSA,GO,Formosa,0,0,0
3149,2023,2288,FACULDADE ALMEIDA RODRIGUES,GO,Rio Verde,18,13,8
3151,2023,2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,GO,São Luís de Montes Belos,4,3,0
3163,2023,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS,GO,Goiânia,51,24,17
3176,2023,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,GO,Valparaíso de Goiás,2,8,2
3178,2023,2770,Centro Universitário FACUNICAMPS,GO,Goiânia,100,222,0
3179,2023,2796,Centro Universitário de Iporá,GO,Iporá,3,0,2
3244,2023,3877,FACULDADE MAUÁ DE GOIÁS,GO,Águas Lindas de Goiás,74,73,8
3247,2023,3939,FACULDADE ALIANÇA DE ITABERAI,GO,Itaberaí,6,0,6
3253,2023,3987,CENTRO UNIVERSITÁRIO GOYAZES,GO,Trindade,0,0,0
3273,2023,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,GO,Goiânia,66,28,24
3275,2023,4123,Faculdade de Gestão e Inovação,GO,Jataí,95,115,0
3305,2023,4699,FACULDADE NOROESTE,GO,Goiânia,16,8,0
3345,2023,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,GO,Anápolis,1,0,1
3354,2023,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,GO,Anápolis,99,77,23
3366,2023,12916,IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO,GO,Goiânia,32,50,0
3368,2023,12928,FACULDADE CGESP GOIANIA,GO,Goiânia,3,4,0
3377,2023,13716,FACULDADE DE TECNOLOGIA GAP,GO,Anápolis,114,57,34
3387,2023,14303,FACULDADE PADRAO DE SENADOR CANEDO,GO,Senador Canedo,2,1,0
3463,2023,17831,Faculdade UniBRAS Catalão,GO,Catalão,0,0,0
3467,2023,18009,Faculdade BSSP,GO,Goiânia,46,0,46
3514,2023,19878,FACULDADE CATEDRAL,GO,Valparaíso de Goiás,8,8,0
3518,2023,20074,Instituto Brasileiro de Coaching,GO,Goiânia,11,0,11
3520,2023,20455,Faculdade de Tecnologia Avançada,GO,Anápolis,1,0,1
3533,2023,21321,Faculdade Sensu,GO,Goiânia,27,13,4
3534,2023,21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,GO,Palmeiras de Goiás,11,11,0
3541,2023,21680,FACULDADE CEAFI,GO,Goiânia,22,6,7
3546,2023,21872,Faculdade CENBRAP,GO,Goiânia,12,0,12
3547,2023,21873,Faculdade Tecnológica Falcão,GO,Goiânia,47,47,0
3565,2023,22456,FACULDADE REALIZA,GO,Aparecida de Goiânia,915,488,330
3566,2023,22463,Faculdade Impacto de Porangatu,GO,Porangatu,127,38,0
3569,2023,22592,FACULDADES INTEGRADAS DA AMÉRICA DO SUL,GO,Caldas Novas,29,20,5
3587,2023,23229,Faculdade Alfredo Nasser de Pontalina,GO,Pontalina,42,22,9
3589,2023,23252,Escola Superior UNA de Itumbiara,GO,Itumbiara,3,6,0
3595,2023,23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ,GO,Formosa,10,0,7
3618,2023,25274,UNIVERSIDADE FEDERAL DE CATALÃO,GO,Catalão,111,144,0
3621,2023,25545,Faculdade Centro-Oeste,GO,Goiânia,28,28,0
3624,2023,25657,FACULDADE ITH,GO,Goiânia,34,35,0
3628,2023,29928,COLÉGIO TECNOLÓGICO DO ESTADO DE GOIÁS AGUINALDO DE CAMPOS N,GO,Catalão,10,0,0
1828,2022,47,UNIVERSIDADE ESTADUAL DE GOIÁS,GO,Anápolis,162,42,8
1888,2022,384,Universidade Evangélica de Goiás,GO,Anápolis,167,152,20
1890,2022,386,CENTRO UNIVERSITÁRIO DE GOIÁS,GO,Goiânia,609,432,97
1932,2022,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,GO,Goiânia,238,217,15
1976,2022,763,CENTRO UNIVERSITÁRIO DE GOIÂNIA,GO,Goiânia,0,0,0
1984,2022,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,GO,Luziânia,37,13,15
1993,2022,939,FACULDADE CATÓLICA DE ANÁPOLIS,GO,Anápolis,9,13,0
2027,2022,1160,Centro Universitário Cambury,GO,Goiânia,20,13,9
2040,2022,1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,GO,Aparecida de Goiânia,148,105,33
2095,2022,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,GO,Goiânia,35,42,0
2114,2022,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,GO,Aparecida de Goiânia,45,24,8
2132,2022,1663,Centro Universitário Araguaia,GO,Goiânia,80,21,41
2141,2022,1703,Centro Universitário do Sul Goiano,GO,Rio Verde,52,0,14
2170,2022,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,Goiânia,82,29,16
2177,2022,1822,Centro Universitário Sul-Americana,GO,Goiânia,4,0,0
2243,2022,2266,FACULDADE UNIÃO DE GOYAZES FORMOSA,GO,Formosa,1,0,1
2246,2022,2288,FACULDADE ALMEIDA RODRIGUES,GO,Rio Verde,17,14,3
2247,2022,2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,GO,São Luís de Montes Belos,38,84,0
2259,2022,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS,GO,Goiânia,79,46,32
2274,2022,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,GO,Valparaíso de Goiás,9,7,6
2276,2022,2770,Centro Universitário FACUNICAMPS,GO,Goiânia,13,13,0
2278,2022,2796,FACULDADE DE IPORÁ,GO,Iporá,7,3,4
2347,2022,3877,FACULDADE MAUÁ DE GOIÁS,GO,Águas Lindas de Goiás,47,65,4
2357,2022,3987,CENTRO UNIVERSITÁRIO GOYAZES,GO,Trindade,2,10,0
2380,2022,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,GO,Goiânia,45,33,5
2382,2022,4123,Faculdade de Gestão e Inovação,GO,Jataí,26,26,0
2417,2022,4669,FACULDADE DELTA,GO,Goiânia,0,5,0
2418,2022,4699,FACULDADE NOROESTE,GO,Goiânia,31,31,0
2459,2022,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,GO,Anápolis,8,1,6
2470,2022,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,GO,Anápolis,84,67,18
2485,2022,12928,FACULDADE CGESP GOIANIA,GO,Goiânia,1,2,0
2489,2022,13133,FACULDADE ANHANGUERA DE GOIÂNIA,GO,Goiânia,1,0,1
2497,2022,13716,FACULDADE DE TECNOLOGIA GAP,GO,Anápolis,90,50,8
2511,2022,14303,FACULDADE PADRAO DE SENADOR CANEDO,GO,Senador Canedo,1,0,1
2588,2022,17831,Faculdade de Tecnologia e Negócios de Catalão,GO,Catalão,2,0,2
2592,2022,18009,Faculdade BSSP,GO,Goiânia,82,15,44
2643,2022,20074,Instituto Brasileiro de Coaching,GO,Goiânia,11,4,4
2646,2022,20455,Faculdade de Tecnologia Avançada,GO,Anápolis,11,0,10
2659,2022,21321,Faculdade Sensu,GO,Goiânia,39,11,11
2660,2022,21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,GO,Palmeiras de Goiás,6,0,6
2667,2022,21680,FACULDADE CEAFI,GO,Goiânia,26,8,9
2670,2022,21872,Faculdade CENBRAP,GO,Goiânia,12,0,0
2687,2022,22456,FACULDADE REALIZA,GO,Aparecida de Goiânia,600,0,353
2688,2022,22463,Faculdade Impacto de Porangatu,GO,Porangatu,65,42,0
2691,2022,22592,FACULDADES INTEGRADAS DA AMÉRICA DO SUL,GO,Caldas Novas,31,24,0
2708,2022,23229,Faculdade Alfredo Nasser de Pontalina,GO,Pontalina,29,19,0
2713,2022,23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ,GO,Formosa,9,1,0
919,2021,47,UNIVERSIDADE ESTADUAL DE GOIÁS,GO,Anápolis,360,40,126
977,2021,384,Universidade Evangélica de Goiás,GO,Anápolis,144,124,26
979,2021,386,CENTRO UNIVERSITÁRIO DE GOIÁS,GO,Goiânia,485,484,62
1020,2021,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,GO,Goiânia,268,305,4
1066,2021,763,CENTRO UNIVERSITÁRIO DE GOIÂNIA,GO,Goiânia,11,0,10
1074,2021,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,GO,Luziânia,60,21,23
1083,2021,939,FACULDADE CATÓLICA DE ANÁPOLIS,GO,Anápolis,8,2,8
1117,2021,1160,Centro Universitário Cambury,GO,Goiânia,50,16,21
1130,2021,1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,GO,Aparecida de Goiânia,115,60,27
1209,2021,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,GO,Aparecida de Goiânia,60,26,11
1228,2021,1663,Centro Universitário Araguaia,GO,Goiânia,107,83,16
1238,2021,1703,FACULDADE UNIBRAS DE GOIÁS,GO,Rio Verde,167,72,62
1267,2021,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,Goiânia,108,47,16
1274,2021,1822,Centro Universitário Sul-Americana,GO,Goiânia,8,8,0
1340,2021,2266,FACULDADE UNIÃO DE GOYAZES FORMOSA,GO,Formosa,13,0,12
1344,2021,2288,FACULDADE ALMEIDA RODRIGUES,GO,Rio Verde,21,11,8
1345,2021,2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,GO,São Luís de Montes Belos,0,0,0
1358,2021,2501,FACULDADE ESTÁCIO DE SÁ DE GOIÁS,GO,Goiânia,114,51,41
1372,2021,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,GO,Valparaíso de Goiás,82,37,62
1377,2021,2796,FACULDADE DE IPORÁ,GO,Iporá,14,3,8
1444,2021,3877,FACULDADE MAUÁ DE GOIÁS,GO,Águas Lindas de Goiás,21,47,9
1448,2021,3939,FACULDADE ALIANÇA DE ITABERAI,GO,Itaberaí,19,0,19
1456,2021,3987,CENTRO UNIVERSITÁRIO GOYAZES,GO,Trindade,5,7,0
1478,2021,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,GO,Goiânia,35,9,16
1486,2021,4162,Faculdade SENAC Goiás,GO,Goiânia,3,1,3
1519,2021,4669,FACULDADE DELTA,GO,Goiânia,13,6,0
1520,2021,4699,FACULDADE NOROESTE,GO,Goiânia,1,1,0
1560,2021,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,GO,Anápolis,44,16,34
1571,2021,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,GO,Anápolis,87,22,43
1586,2021,12928,FACULDADE CGESP GOIANIA,GO,Goiânia,0,1,0
1590,2021,13133,FACULDADE PITÁGORAS DE GOIÂNIA,GO,Goiânia,2,0,1
1599,2021,13716,FACULDADE DE TECNOLOGIA GAP,GO,Anápolis,70,50,17
1614,2021,14303,FACULDADE PADRAO DE SENADOR CANEDO,GO,Senador Canedo,2,0,2
1691,2021,17831,Faculdade de Tecnologia e Negócios de Catalão,GO,Catalão,3,0,0
1695,2021,18009,Faculdade BSSP,GO,Goiânia,114,71,13
1746,2021,20074,Instituto Brasileiro de Coaching,GO,Goiânia,7,14,0
1749,2021,20455,Faculdade de Tecnologia Avançada,GO,Anápolis,13,13,0
1761,2021,21321,Faculdade Sensu,GO,Goiânia,233,188,162
1762,2021,21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,GO,Palmeiras de Goiás,12,4,2
1769,2021,21680,FACULDADE CEAFI,GO,Goiânia,24,10,0
1773,2021,21872,Faculdade CENBRAP,GO,Goiânia,15,15,0
1786,2021,22456,FACULDADE REALIZA,GO,Aparecida de Goiânia,625,269,26
1787,2021,22463,Faculdade Impacto de Porangatu,GO,Porangatu,26,26,0
1788,2021,22592,FACULDADES INTEGRADAS DA AMÉRICA DO SUL,GO,Caldas Novas,7,27,0
1802,2021,23229,Faculdade Alfredo Nasser de Pontalina,GO,Pontalina,14,21,0
1805,2021,23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ,GO,Formosa,11,11,0
16,2020,47,UNIVERSIDADE ESTADUAL DE GOIÁS,GO,Anápolis,695,67,298
76,2020,384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,GO,Anápolis,65,34,12
78,2020,386,CENTRO UNIVERSITÁRIO DE GOIÁS,GO,Goiânia,197,202,26
119,2020,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,GO,Goiânia,238,271,0
163,2020,763,CENTRO UNIVERSITÁRIO DE GOIÂNIA,GO,Goiânia,95,40,50
172,2020,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,GO,Luziânia,93,28,34
181,2020,939,FACULDADE CATÓLICA DE ANÁPOLIS,GO,Anápolis,12,8,6
217,2020,1160,Centro Universitário Cambury,GO,Goiânia,67,1,24
230,2020,1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,GO,Aparecida de Goiânia,267,71,158
310,2020,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,GO,Aparecida de Goiânia,56,13,30
327,2020,1663,Centro Universitário Araguaia,GO,Goiânia,71,99,0
336,2020,1703,FACULDADE UNIBRAS DE GOIÁS,GO,Rio Verde,226,87,91
366,2020,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,Goiânia,105,42,17
441,2020,2266,FACULDADE UNIÃO DE GOYAZES FORMOSA,GO,Formosa,49,9,21
445,2020,2288,FACULDADE ALMEIDA RODRIGUES,GO,Rio Verde,29,20,18
448,2020,2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,GO,São Luís de Montes Belos,4,0,3
461,2020,2501,FACULDADE ESTÁCIO DE SÁ DE GOIÁS,GO,Goiânia,194,114,48
476,2020,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,GO,Valparaíso de Goiás,176,82,78
480,2020,2796,FACULDADE DE IPORÁ,GO,Iporá,13,4,0
551,2020,3877,Faculdade Linear,GO,Águas Lindas de Goiás,35,27,12
584,2020,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,GO,Goiânia,64,16,35
592,2020,4162,Faculdade SENAC Goiás,GO,Goiânia,10,0,5
624,2020,4669,FACULDADE DELTA,GO,Goiânia,37,20,5
668,2020,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,GO,Anápolis,125,81,73
679,2020,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,GO,Anápolis,150,88,23
699,2020,13133,FACULDADE PITÁGORAS DE GOIÂNIA,GO,Goiânia,10,2,7
709,2020,13716,FACULDADE DE TECNOLOGIA GAP,GO,Anápolis,35,28,0
726,2020,14303,FACULDADE PADRAO DE SENADOR CANEDO,GO,Senador Canedo,7,0,2
802,2020,18009,Faculdade BSSP,GO,Goiânia,69,45,18
865,2020,21321,Faculdade Sensu,GO,Goiânia,173,1,11
866,2020,21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,GO,Palmeiras de Goiás,11,13,0
871,2020,21680,FACULDADE CEAFI,GO,Goiânia,14,14,0
885,2020,22456,FACULDADE REALIZA,GO,Aparecida de Goiânia,396,519,0
896,2020,23229,Faculdade Alfredo Nasser de Pontalina,GO,Pontalina,10,19,0
3684,2024,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,ES,Vitória,83,119,12
3780,2024,664,UNIVERSIDADE VILA VELHA,ES,Vila Velha,427,325,82
3804,2024,798,FACULDADES INTEGRADAS DE ARACRUZ,ES,Aracruz,1,0,0
3862,2024,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,ES,Cariacica,44,20,18
3871,2024,1326,Faculdade Multivix Serra,ES,Serra,2036,1924,188
3888,2024,1409,FACULDADE DO CENTRO LESTE,ES,Serra,15,23,0
3938,2024,1652,FACULDADE DE VITÓRIA,ES,Vitória,25,2,0
3965,2024,1766,FACULDADE ESPÍRITO SANTENSE,ES,Cariacica,13,20,12
3974,2024,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",ES,Vitória,78,38,8
4003,2024,1908,FACULDADE BRASILEIRA CRISTÃ,ES,Serra,47,34,5
4054,2024,2569,FACULDADE DE TECNOLOGIA FAESA,ES,Vitória,328,318,52
4057,2024,2652,FACULDADE UNIDA DE VITÓRIA,ES,Vitória,3,8,0
4118,2024,3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,0,0,0
2781,2023,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,ES,Vitória,54,60,9
2875,2023,664,UNIVERSIDADE VILA VELHA,ES,Vila Velha,370,279,75
2899,2023,798,FACULDADES INTEGRADAS DE ARACRUZ,ES,Aracruz,2,0,1
2960,2023,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,ES,Cariacica,46,29,13
2969,2023,1326,Faculdade Multivix Serra,ES,Serra,1831,933,338
2987,2023,1409,FACULDADE DO CENTRO LESTE,ES,Serra,5,1,5
3037,2023,1652,FACULDADE DE VITÓRIA,ES,Vitória,24,14,0
3066,2023,1766,FACULDADE ESPÍRITO SANTENSE,ES,Cariacica,38,36,10
3075,2023,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",ES,Vitória,57,39,5
3108,2023,1908,FACULDADE BRASILEIRA CRISTÃ,ES,Serra,43,35,9
3168,2023,2569,FACULDADE DE TECNOLOGIA FAESA,ES,Vitória,302,348,46
3171,2023,2652,FACULDADE UNIDA DE VITÓRIA,ES,Vitória,0,0,0
3235,2023,3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,6,5,0
1862,2022,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,ES,Vitória,24,3,9
1955,2022,664,UNIVERSIDADE VILA VELHA,ES,Vila Velha,337,185,91
1980,2022,798,FACULDADES INTEGRADAS DE ARACRUZ,ES,Aracruz,4,0,2
2041,2022,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,ES,Cariacica,30,20,6
2051,2022,1326,Faculdade Multivix Serra,ES,Serra,1823,1492,273
2071,2022,1409,FACULDADE DO CENTRO LESTE,ES,Serra,16,2,9
2096,2022,1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,ES,Vitória,7,7,7
2127,2022,1652,FACULDADE DE VITÓRIA,ES,Vitória,13,0,0
2157,2022,1766,FACULDADE ESPÍRITO SANTENSE,ES,Cariacica,17,17,5
2167,2022,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",ES,Vitória,43,22,2
2200,2022,1908,FACULDADE BRASILEIRA CRISTÃ,ES,Serra,32,26,6
2264,2022,2569,FACULDADE DE TECNOLOGIA FAESA,ES,Vitória,283,433,41
2268,2022,2652,FACULDADE UNIDA DE VITÓRIA,ES,Vitória,0,3,0
2335,2022,3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,4,8,0
2501,2022,13812,ESCOLA SUPERIOR ABERTA DO BRASIL,ES,Vila Velha,186,90,74
952,2021,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,ES,Vitória,62,52,22
1045,2021,664,UNIVERSIDADE VILA VELHA,ES,Vila Velha,314,152,38
1070,2021,798,FACULDADES INTEGRADAS DE ARACRUZ,ES,Aracruz,1,0,0
1131,2021,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,ES,Cariacica,14,0,5
1144,2021,1326,Faculdade Multivix Serra,ES,Serra,1180,793,93
1164,2021,1409,FACULDADE DO CENTRO LESTE,ES,Serra,28,22,9
1188,2021,1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,ES,Vitória,57,0,49
1223,2021,1652,FACULDADE DE VITÓRIA,ES,Vitória,14,14,0
1253,2021,1766,FACULDADE ESPÍRITO SANTENSE,ES,Cariacica,24,16,12
1264,2021,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",ES,Vitória,77,40,26
1296,2021,1908,ESCOLA DE ENSINO SUPERIOR FABRA,ES,Serra,30,30,7
1363,2021,2569,FACULDADE DE TECNOLOGIA FAESA,ES,Vitória,240,300,62
1432,2021,3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,1,0,1
1603,2021,13812,ESCOLA SUPERIOR ABERTA DO BRASIL,ES,Vila Velha,167,61,16
50,2020,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,ES,Vitória,85,55,26
142,2020,664,UNIVERSIDADE VILA VELHA,ES,Vila Velha,320,170,116
168,2020,798,FACULDADES INTEGRADAS DE ARACRUZ,ES,Aracruz,18,0,16
231,2020,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,ES,Cariacica,38,11,22
243,2020,1308,FACULDADE NOVO MILÊNIO,ES,Vila Velha,0,0,0
246,2020,1326,Faculdade Multivix Serra,ES,Serra,956,682,128
266,2020,1409,FACULDADE DO CENTRO LESTE,ES,Serra,55,21,24
289,2020,1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,ES,Vitória,144,100,65
351,2020,1766,FACULDADE ESPÍRITO SANTENSE,ES,Cariacica,26,15,14
363,2020,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",ES,Vitória,43,0,4
396,2020,1908,ESCOLA DE ENSINO SUPERIOR FABRA,ES,Serra,28,35,0
467,2020,2569,FACULDADE DE TECNOLOGIA FAESA,ES,Vitória,376,243,139
540,2020,3782,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,ES,Cachoeiro de Itapemirim,5,5,3
713,2020,13812,ESCOLA SUPERIOR ABERTA DO BRASIL,ES,Vila Velha,273,255,32
3716,2024,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,DF,Brasília,222,114,65
3717,2024,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,DF,Brasília,897,481,130
3750,2024,518,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,DF,Brasília,251,212,59
3831,2024,1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,DF,Brasília,2003,1198,429
3841,2024,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,DF,Brasília,0,0,0
3852,2024,1173,FACULDADE ANHANGUERA DE BRASÍLIA,DF,Brasília,66,64,17
3900,2024,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,DF,Brasília,133,8,55
3919,2024,1538,CENTRO UNIVERSITARIO PROJEÇÃO,DF,Brasília,301,211,73
3941,2024,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,DF,Brasília,1916,1765,335
4045,2024,2484,Centro Universitário Processus,DF,Brasília,102,90,38
4073,2024,2964,FACULDADE PROJEÇÃO DO GUARÁ,DF,Brasília,0,0,0
4101,2024,3396,Centro Universitário LS,DF,Brasília,97,52,34
4124,2024,3854,FACULDADE IBRA DE BRASÍLIA,DF,Brasília,35,2,9
4126,2024,3867,CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA,DF,Brasília,61,23,37
4176,2024,4588,FACULDADE APOGEU,DF,Brasília,1,1,1
4190,2024,4732,Faculdade de Tecnologia e Inovação Senac DF,DF,Brasília,59,26,31
4221,2024,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,DF,Brasília,1,0,0
4269,2024,14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",DF,Brasília,1029,335,81
4274,2024,14882,FACULDADE HORIZONTE,DF,Brasília,1,0,1
4316,2024,16628,Faculdade ANASPS,DF,Brasília,371,180,120
4326,2024,17401,Faculdade de Tecnologia CNA,DF,Brasília,954,500,238
4367,2024,19219,FACULDADE FASIPE DF,DF,Brasília,4,4,0
4371,2024,19281,FACULDADE ATAME,DF,Brasília,28,21,7
4373,2024,19348,Faculdade de Tecnologia Ícone,DF,Brasília,21,0,20
4410,2024,21446,Instituto Superior da Convenção Nac. das Assembleias de Deus,DF,Brasília,9,0,8
4416,2024,21672,Faculdade Cerrado,DF,Brasília,33,33,7
4440,2024,22326,Faculdade Brasília,DF,Brasília,32,40,0
4463,2024,22872,Faculdade UNIABA,DF,Brasília,79,13,67
4519,2024,27103,UNIVERSIDADE DO DISTRITO FEDERAL,DF,Brasília,68,33,22
2813,2023,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,DF,Brasília,271,152,86
2814,2023,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,DF,Brasília,465,275,61
2847,2023,518,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,DF,Brasília,194,155,52
2927,2023,1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,DF,Brasília,1464,819,358
2938,2023,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,DF,Brasília,1,0,1
2949,2023,1173,FACULDADE ANHANGUERA DE BRASÍLIA,DF,Brasília,48,57,4
2998,2023,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,DF,Brasília,263,81,80
3018,2023,1538,CENTRO UNIVERSITARIO PROJEÇÃO,DF,Brasília,268,223,93
3040,2023,1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,DF,Brasília,1607,1795,116
3041,2023,1661,Faculdade Projeção de Sobradinho,DF,Brasília,0,0,0
3160,2023,2484,Centro Universitário Processus,DF,Brasília,94,88,28
3188,2023,2964,FACULDADE PROJEÇÃO DO GUARÁ,DF,Brasília,3,0,2
3217,2023,3396,Centro Universitário LS,DF,Brasília,120,57,45
