,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
2740,2023,33,FACULDADE DE TECNOLOGIA DE SOROCABA,SP,Sorocaba,282,174,61
2741,2023,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SP,São Paulo,6311,4634,612
2742,2023,35,"FACULDADE DE TECNOLOGIA DE AMERICANA ""MINISTRO RALPH BIASI""",SP,Americana,709,304,149
2743,2023,36,FACULDADE DE TECNOLOGIA RUBENS LARA,SP,Santos,853,411,120
2744,2023,37,FACULDADE DE TECNOLOGIA DE JAHU,SP,Jaú,380,169,92
2754,2023,124,UNIVERSIDADE DE ARARAQUARA,SP,Araraquara,81,34,22
2755,2023,125,CENTRO UNIVERSITÁRIO DE ARARAS -,SP,Araras,232,189,68
2756,2023,135,Claretiano - Centro Universitário,SP,Batatais,264,203,91
2757,2023,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,SP,Bauru,89,202,0
2758,2023,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,SP,Ribeirão Preto,22,9,12
2761,2023,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,SP,São José do Rio Preto,106,111,33
2762,2023,150,UNIVERSIDADE DE SOROCABA,SP,Sorocaba,211,169,39
2764,2023,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,SP,São Paulo,61,49,8
2767,2023,167,UNIVERSIDADE METODISTA DE SÃO PAULO,SP,São Bernardo do Campo,586,362,135
2769,2023,203,UNIVERSIDADE SÃO JUDAS TADEU,SP,São Paulo,2156,1950,341
2770,2023,206,Centro Universitário Católico Ítalo Brasileiro,SP,São Paulo,881,714,128
2771,2023,207,CENTRO UNIVERSITÁRIO MOURA LACERDA,SP,Ribeirão Preto,55,31,23
2773,2023,221,UNIVERSIDADE CRUZEIRO DO SUL,SP,São Paulo,15647,12906,2875
2774,2023,224,Centro Universitário FMABC,SP,Santo André,57,38,11
2775,2023,227,UNIVERSIDADE CATÓLICA DE SANTOS,SP,Santos,588,665,0
2776,2023,242,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,SP,Santo André,4229,3245,632
2777,2023,244,CENTRO UNIVERSITÁRIO FIEO,SP,Osasco,84,87,9
2778,2023,254,CENTRO UNIVERSITÁRIO UNI-BAN,SP,São Paulo,0,0,0
2779,2023,263,FACULDADES INTEGRADAS CAMPOS SALLES,SP,São Paulo,216,11,38
2780,2023,265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,SP,Ourinhos,57,39,9
2782,2023,271,UNIVERSIDADE DO OESTE PAULISTA,SP,Presidente Prudente,111,23,56
2788,2023,316,UNIVERSIDADE NOVE DE JULHO,SP,São Paulo,15467,8043,4487
2789,2023,319,UNIVERSIDADE BRASIL,SP,São Paulo,28,12,16
2790,2023,322,UNIVERSIDADE PAULISTA,SP,São Paulo,16615,10500,4359
2799,2023,360,Centro Universitário Paulistana,SP,São Paulo,27,25,4
2800,2023,363,FACULDADE MOZARTEUM DE SÃO PAULO,SP,São Paulo,5,2,1
2802,2023,368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,SP,Sorocaba,12,6,0
2803,2023,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,SP,São Paulo,5077,4381,806
2804,2023,375,UNIVERSIDADE SANTO AMARO,SP,São Paulo,1804,1066,499
2805,2023,376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,SP,São Paulo,333,380,77
2817,2023,417,UNIVERSIDADE CIDADE DE SÃO PAULO,SP,São Paulo,10950,7864,2520
2818,2023,420,UNIVERSIDADE DE MARÍLIA,SP,Marília,3562,2539,731
2822,2023,434,FACULDADE SANTA MARCELINA,SP,São Paulo,49,22,11
2824,2023,438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,SP,Ituverava,6,4,0
2825,2023,440,FACULDADE DE DIREITO DE ITÚ,SP,Itu,5,5,0
2829,2023,456,CENTRO UNIVERSITÁRIO SANT¿ANNA,SP,São Paulo,44,127,25
2830,2023,458,UNIVERSIDADE IBIRAPUERA,SP,São Paulo,1,0,1
2831,2023,466,UNIVERSIDADE ANHEMBI MORUMBI,SP,São Paulo,11110,5862,2967
2835,2023,481,Universidade Universus Veritas Guarulhos,SP,Guarulhos,918,333,273
2837,2023,483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,SP,Guarulhos,0,4,0
2840,2023,491,CENTRO UNIVERSITÁRIO DON DOMÊNICO,SP,Guarujá,76,38,27
2842,2023,496,UNIVERSIDADE DE FRANCA,SP,Franca,4331,3121,999
2843,2023,502,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,SP,Santos,157,69,50
2849,2023,521,UNIVERSIDADE DE MOGI DAS CRUZES,SP,Mogi das Cruzes,756,629,206
2851,2023,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,SP,Mogi das Cruzes,1511,1128,352
2864,2023,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,SP,São Caetano do Sul,333,236,64
2873,2023,652,Centro Universitário Santa Cecília,SP,Pindamonhangaba,61,43,3
2876,2023,665,UNIVERSIDADE DE TAUBATÉ,SP,Taubaté,216,177,21
2878,2023,670,UNIVERSIDADE SÃO FRANCISCO,SP,Bragança Paulista,1410,880,259
2886,2023,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,SP,São Carlos,89,152,1
2889,2023,716,FACULDADES INTEGRADAS DE BOTUCATU,SP,Botucatu,0,0,0
2895,2023,737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SP,São Paulo,236,207,31
2897,2023,793,Centro Universitário Estácio de São Paulo,SP,São Paulo,305,193,68
2907,2023,886,FACULDADE DE HORTOLÂNDIA,SP,Hortolândia,0,0,0
2908,2023,898,Centro Universitário Unisan,SP,São Paulo,64,0,61
2911,2023,923,CENTRO UNIVERSITÁRIO SÃO ROQUE,SP,São Roque,65,52,5
2914,2023,952,UNIVERSIDADE SANTA CECÍLIA,SP,Santos,1485,556,409
2915,2023,953,UNIVERSIDADE METROPOLITANA DE SANTOS,SP,Santos,793,340,324
2916,2023,997,Centro Universitário de Bauru,SP,Bauru,36,36,0
2919,2023,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,SP,Americana,34,3,13
2923,2023,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,SP,São José do Rio Preto,49,59,18
2924,2023,1048,FACULDADE CAMPOS ELÍSEOS,SP,São Paulo,882,591,87
2935,2023,1092,FACULDADES INTEGRADAS DE BAURU,SP,Bauru,17,23,2
2936,2023,1100,Centro Universitário Carlos Drummond de Andrade,SP,São Paulo,282,231,24
2944,2023,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,SP,Itu,510,346,168
2951,2023,1187,CENTRO UNIVERSITÁRIO MÓDULO,SP,Caraguatatuba,32,28,8
2952,2023,1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,SP,São Caetano do Sul,27,27,0
2955,2023,1224,CENTRO UNIVERSITÁRIO DE JALES,SP,Jales,3,1,1
2956,2023,1225,CENTRO UNIVERSITÁRIO AMPARENSE,SP,Amparo,45,16,12
2962,2023,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,SP,Ribeirão Preto,16450,13280,3779
2963,2023,1273,Centro Universitário Campo Limpo Paulista,SP,Campo Limpo Paulista,255,74,75
2964,2023,1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,SP,Taubaté,1,13,1
2965,2023,1294,Centro Universitário das Américas,SP,São Paulo,5385,2475,2555
2966,2023,1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,SP,São Paulo,3,0,3
2968,2023,1310,FACULDADE DE AMERICANA,SP,Americana,259,211,64
2972,2023,1345,FACULDADE ANHANGUERA DE OSASCO,SP,Osasco,250,253,69
2977,2023,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,SP,São Paulo,363,232,39
2983,2023,1386,FACULDADE ESAMC CAMPINAS,SP,Campinas,264,282,29
2984,2023,1388,CENTRO UNIVERSITÁRIO SUMARÉ,SP,São Paulo,485,347,139
2988,2023,1418,Centro Universitário Toledo Wyden,SP,Araçatuba,70,61,14
2994,2023,1432,FACULDADE BERTIOGA,SP,Bertioga,10,0,4
2995,2023,1434,Centro Universitário de Itapira Uniesi,SP,Itapira,1,3,1
3003,2023,1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,SP,São Bernardo do Campo,123,75,43
3006,2023,1490,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,SP,Jaguariúna,441,249,79
3010,2023,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,SP,Taboão da Serra,42,68,16
3016,2023,1526,Faculdade SENAI São Paulo,SP,São Paulo,31,25,14
3019,2023,1541,FACULDADE FLAMINGO,SP,São Paulo,282,146,88
3021,2023,1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,SP,Registro,308,174,53
3023,2023,1561,FACULDADE ESAMC SOROCABA,SP,Sorocaba,101,57,30
3029,2023,1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,SP,Indaiatuba,925,445,180
3030,2023,1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,SP,Guaratinguetá,514,251,100
3039,2023,1659,FACULDADE ESTÁCIO DE SÁ DE OURINHOS,SP,Ourinhos,19,8,7
3046,2023,1690,FACULDADE DE SÃO VICENTE,SP,São Vicente,220,128,54
3047,2023,1693,FACULDADE ITANHAÉM,SP,Itanhaém,0,0,0
3053,2023,1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,SP,São Vicente,23,13,0
3056,2023,1723,STRONG BUSINESS SCHOOL,SP,Santo André,35,22,7
3057,2023,1725,FACULDADE XV DE AGOSTO,SP,Socorro,13,0,13
3059,2023,1732,FACULDADE GENNARI E PEARTREE,SP,Pederneiras,43,50,16
3062,2023,1742,Centro Universitário de Tecnologia Carlos Drummond de Andrade,SP,São Paulo,100,88,27
3063,2023,1745,Faculdade Interativa de São Paulo,SP,São Paulo,24,17,12
3065,2023,1762,Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade,SP,São Paulo,31,8,19
3070,2023,1776,Faculdade Anhanguera de Tecnologia de Jundiaí,SP,Jundiaí,42,68,5
3073,2023,1788,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,SP,Limeira,38,17,13
3077,2023,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",SP,São Paulo,911,410,181
3086,2023,1834,FACULDADE DE AGUDOS,SP,Agudos,31,16,4
3087,2023,1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,SP,São João da Boa Vista,128,105,48
3088,2023,1838,FACULDADES INTEGRADAS RIO BRANCO,SP,São Paulo,0,0,0
3089,2023,1841,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,SP,Presidente Prudente,64,35,25
3091,2023,1846,CENTRO UNIVERSITÁRIO DE LINS,SP,Lins,1779,223,505
3094,2023,1853,Centro Universitário UNIBTA,SP,São Paulo,582,254,60
3095,2023,1854,CLARETIANO - CENTRO UNIVERSITÁRIO,SP,Rio Claro,154,77,48
3103,2023,1892,Centro Universitário de Excelência Eniac,SP,Guarulhos,1046,472,163
3116,2023,1949,CENTRO UNIVERSITÁRIO DE PAULÍNIA,SP,Paulínia,96,0,39
3131,2023,2123,CENTRO UNIVERSITÁRIO MAX PLANCK,SP,Indaiatuba,67,72,2
3139,2023,2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,SP,Santo André,30,22,8
3148,2023,2279,Centro Universitário Metrocamp Wyden,SP,Campinas,122,97,26
3155,2023,2408,FACULDADE ESAMC SANTOS,SP,Santos,459,268,91
3170,2023,2625,CENTRO UNIVERSITÁRIO UFBRA,SP,São José dos Campos,125,106,19
3173,2023,2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,SP,Jacareí,39,37,1
3182,2023,2814,FACULDADE SÃO SEBASTIÃO,SP,São Sebastião,0,0,0
3189,2023,3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS,SP,São José dos Campos,2,0,2
3207,2023,3294,CENTRO UNIVERSITÁRIO FAVENI,SP,Guarulhos,531,498,6
3224,2023,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,SP,Marília,81,36,28
3227,2023,3603,FACULDADE ANHANGUERA DE GUARULHOS,SP,Guarulhos,99,117,18
3228,2023,3612,FACULDADE ANHANGUERA DE VALINHOS,SP,Valinhos,1,0,1
3229,2023,3618,FACULDADE LUSÓFONA DE SÃO PAULO,SP,Cotia,4,0,4
3234,2023,3779,FACULDADE ESTÁCIO DE SANTO ANDRÉ,SP,Santo André,133,97,19
3246,2023,3937,Faculdade Anhanguera de Indaiatuba,SP,Indaiatuba,3,8,3
3251,2023,3985,CENTRO UNIVERSITÁRIO SENAC,SP,São Paulo,2024,1419,555
3255,2023,4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",SP,Pirassununga,42,32,17
3257,2023,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,SP,Jundiaí,785,441,156
3258,2023,4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,SP,Botucatu,124,29,32
3259,2023,4021,FACULDADE DE TECNOLOGIA DE GARÇA,SP,Garça,257,144,44
3260,2023,4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,SP,Jundiaí,353,170,71
3261,2023,4023,FACULDADE DE TECNOLOGIA DE MAUÁ,SP,Mauá,272,178,78
3262,2023,4024,FACULDADE DE TECNOLOGIA DE MOCOCA,SP,Mococa,264,181,41
3263,2023,4026,FACULDADE DE TECNOLOGIA ZONA LESTE,SP,São Paulo,1167,529,220
3266,2023,4059,"FACULDADE DE SAÚDE, CIÊNCIAS E TECNOLOGIA - FACESB",SP,São Joaquim da Barra,14,11,5
3268,2023,4086,FACULDADE DE TECNOLOGIA JARDIM,SP,Santo André,296,223,157
3276,2023,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,SP,Santa Bárbara d'Oeste,4,0,4
3277,2023,4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,SP,Piracicaba,218,137,39
3279,2023,4169,Faculdade Estácio de Carapicuíba,SP,Carapicuíba,138,70,29
3280,2023,4211,Faculdade ESAMC São Paulo - ESAMC,SP,São Paulo,1,0,1
3286,2023,4357,FACULDADE QUALITTAS,SP,São Paulo,7,0,7
3297,2023,4597,FACULDADE FUTURA,SP,Votuporanga,13,8,3
3301,2023,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,SP,São José dos Campos,41,54,7
3302,2023,4655,FACULDADE ANHANGÜERA DE SOROCABA,SP,Sorocaba,101,119,21
3303,2023,4656,FACULDADE ANHANGÜERA DE PIRACICABA,SP,Piracicaba,83,82,30
3309,2023,4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,SP,Cruzeiro,68,30,14
3317,2023,4793,Faculdades Integradas Vale do Rio Verde,SP,Itararé,6,0,0
3318,2023,4826,FACULDADE ANHANGÜERA DE CAMPINAS,SP,Campinas,84,81,21
3320,2023,4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,SP,Itapecerica da Serra,11,29,0
3323,2023,4926,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,SP,Praia Grande,695,356,119
3327,2023,4983,FACULDADE IBRA DE TECNOLOGIA,SP,São José dos Campos,35,21,7
3328,2023,4995,Faculdade Educamais,SP,São Paulo,14,1,5
3334,2023,5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,SP,Catanduva,197,128,0
3336,2023,5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,SP,Ribeirão Preto,17,24,8
3337,2023,5312,Centro Universitário UNIFAAT,SP,Atibaia,289,131,82
3343,2023,5451,FACULDADE ANHANGÜERA DE BAURU,SP,Bauru,0,6,0
3346,2023,5555,FACULDADE ANHANGUERA DE JACAREÍ,SP,Jacareí,48,46,5
3347,2023,5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,SP,Presidente Prudente,188,87,31
3348,2023,5633,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,SP,Bragança Paulista,226,130,42
3350,2023,5669,CENTRO UNIVERSITÁRIO ETEP,SP,São José dos Campos,19,19,0
3353,2023,11308,FACULDADE ANHANGUERA DE SUMARÉ,SP,Sumaré,98,136,25
3360,2023,12522,FACULDADE MOGIANA DO ESTADO DE SÃO PAULO,SP,Mogi Guaçu,66,39,20
3362,2023,12723,FACULDADE FINACI,SP,São Paulo,6,3,2
3365,2023,12817,FACULDADE IMESP MONITOR,SP,São Paulo,12,3,7
3373,2023,13488,FACULDADE SEQÜENCIAL,SP,São Paulo,56,29,16
3384,2023,14069,FACULDADE DE TECNOLOGIA PORTO SUL,SP,Praia Grande,0,0,0
3389,2023,14401,FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES,SP,Porto Feliz,14,7,7
3395,2023,14715,Centro Universitário Piaget,SP,Suzano,73,3,40
3397,2023,14727,FACULDADE PROGRESSO,SP,Guarulhos,2,0,1
3398,2023,14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,SP,Francisco Morato,0,0,0
3414,2023,15576,Faculdade de Tecnologia de Mogi das Cruzes,SP,Mogi das Cruzes,689,343,113
3415,2023,15581,Faculdade de Tecnologia de São José dos Campos - Jessen Vidal,SP,São José dos Campos,528,264,101
3416,2023,15680,Fatec Cruzeiro - Prof. Waldomiro May,SP,Cruzeiro,189,80,38
3417,2023,15682,Faculdade de Tecnologia de Piracicaba,SP,Piracicaba,366,175,75
3418,2023,15687,Faculdade de Tecnologia de Pindamonhangaba,SP,Pindamonhangaba,154,73,27
3419,2023,15688,FACULDADE DE TECONOLOGIA DA ZONA SUL,SP,São Paulo,967,338,169
3420,2023,15689,Faculdade de Tecnologia de Bauru,SP,Bauru,66,51,0
3421,2023,15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,SP,Itapetininga,292,167,47
3422,2023,15695,Faculdade de Tecnologia Dom Amaury Castanho,SP,Itu,142,99,17
3423,2023,15696,Faculdade de Tecnologia de Sertãozinho,SP,Sertãozinho,488,266,69
3424,2023,15708,Faculdade de Tecnologia Dr. Thomaz Novelino,SP,Franca,430,189,91
3425,2023,15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA,SP,Lins,410,216,90
3426,2023,15745,Faculdade de Tecnologia de São Caetano do Sul,SP,São Caetano do Sul,123,41,41
3427,2023,15746,Faculdade de Tecnologia do Ipiranga,SP,São Paulo,225,95,29
3428,2023,15752,Faculdade de Tecnologia de Guarulhos,SP,Guarulhos,671,323,153
3429,2023,15757,Faculdade de Tecnologia de Barueri,SP,Barueri,595,225,120
3430,2023,15769,Faculdade de Tecnologia de Jales,SP,Jales,203,86,41
3431,2023,15793,Faculdade de Tecnologia de São Sebastião,SP,São Sebastião,321,47,1
3432,2023,15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,SP,Tatuí,429,214,88
3433,2023,15859,Faculdade Católica Paulista,SP,Marília,1108,575,247
3435,2023,15922,Faculdade FABAD,SP,Pindamonhangaba,20,42,0
3438,2023,16395,Faculdade de Tecnologia de Carapicuiba,SP,Carapicuíba,310,185,61
3439,2023,16410,Faculdade de Tecnologia de Catanduva,SP,Catanduva,335,153,77
3440,2023,16543,Faculdade Metropolitana do Estado de São Paulo,SP,Ribeirão Preto,1521,1513,143
3448,2023,17355,Faculdade de Educação em Ciências da Saúde,SP,São Paulo,43,38,10
3455,2023,17593,Faculdade de Botucatu,SP,Botucatu,23,13,8
3456,2023,17608,Faculdade de Educação Paulistana,SP,São Paulo,38,11,13
3464,2023,17854,Centro Universitário Unifecaf,SP,Taboão da Serra,3281,3846,250
3465,2023,17902,FACULDADE ESAMC JUNDIAÍ,SP,Jundiaí,16,12,5
3466,2023,17928,Faculdade Aliança Educacional do Estado de São Paulo,SP,Itapevi,73,27,34
3470,2023,18035,Escola Brasileira de Medicina Chinesa,SP,São Paulo,6,1,6
3471,2023,18049,Faculdade de Tecnologia de Taubaté,SP,Taubaté,125,73,14
3473,2023,18099,Faculdade de Tecnologia de Diadema Luigi Papaiz,SP,Diadema,195,79,34
3474,2023,18165,Fundação Universidade Virtual do Estado de São Paulo,SP,São Paulo,2143,1421,0
3476,2023,18258,FACULDADE UNIFICADA DO ESTADO DE SÃO PAULO,SP,Mauá,2,0,2
3484,2023,18667,FACULDADE SANTO ANTÔNIO,SP,Caçapava,38,54,7
3487,2023,18711,FACULDADE INOVA MAIS DE SÃO PAULO,SP,São Paulo,3,2,3
3494,2023,19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL,SP,São Paulo,20,0,11
3500,2023,19500,Faculdade de Tecnologia de São Carlos,SP,São Carlos,462,188,97
3501,2023,19501,Faculdade de Tecnologia Sebrae,SP,São Paulo,359,189,78
3504,2023,19578,Faculdade de Tecnologia de Cotia,SP,Cotia,334,168,66
3508,2023,19739,Faculdade de Tecnologia de Campinas,SP,Campinas,189,114,21
3510,2023,19861,Faculdade de Santana de Parnaíba,SP,Santana de Parnaíba,22,12,7
3511,2023,19862,Faculdade de Tecnologia Jorge Caram Sabbag,SP,Bebedouro,162,70,27
3512,2023,19864,Faculdade de Tecnologia de Itapira,SP,Itapira,185,88,32
3515,2023,19879,Faculdade IPESSP,SP,São Paulo,17,7,2
3519,2023,20340,FACULDADE PAULISTA DE CIÊNCIAS DA SAÚDE,SP,São Paulo,62,102,1
3536,2023,21502,FACULDADES INTEGRADAS POTENCIAL,SP,Cotia,27,16,5
3537,2023,21573,Faculdade Ana Carolina Puga,SP,São Paulo,10,19,0
3539,2023,21638,Faculdade PECEGE,SP,Piracicaba,39,24,9
3542,2023,21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,SP,Ribeirão Preto,178,84,10
3545,2023,21826,Faculdade Sebrae,SP,São Paulo,1,3,0
3549,2023,21940,Faculdade Phorte de Educação e Tecnologia,SP,São Paulo,37,23,19
3556,2023,22176,Faculdade ENAU,SP,Ribeirão Pires,47,20,17
3559,2023,22316,FACULDADE NOVE DE JULHO MAUÁ,SP,Mauá,60,25,20
3560,2023,22319,Faculdade de Tecnologia de Itatiba,SP,Itatiba,44,18,15
3570,2023,22603,FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA,SP,São Paulo,9,10,2
3578,2023,22814,Faculdade Auden Educacional,SP,São Paulo,1232,628,360
3579,2023,22862,FranklinCovey Business School,SP,São Paulo,58,13,13
3580,2023,22866,Faculdade Associada Brasil - EAD,SP,São Paulo,14,15,0
3582,2023,22939,Faculdade de Tecnologia de Araraquara,SP,Araraquara,124,57,25
3583,2023,23022,Faculdade Cetrus Sanar,SP,São Paulo,44,55,0
3584,2023,23147,Faculdade do Comércio de São Paulo,SP,São Paulo,394,369,97
3585,2023,23194,Faculdade PSICOLOG,SP,Ribeirão Preto,10,5,6
3588,2023,23241,Instituto Universitário São Judas de São Bernardo do Campo,SP,São Bernardo do Campo,133,107,9
3592,2023,23438,Faculdade de Tecnologia de Araras,SP,Araras,151,81,34
3594,2023,23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,SP,Ferraz de Vasconcelos,220,86,50
3596,2023,23723,FACULDADE VOLPE MIELE,SP,Ribeirão Preto,9,9,0
3601,2023,23867,Faculdade de Tecnologia de Sumaré,SP,Sumaré,539,227,103
3604,2023,24046,Faculdade da Associação Médica Paulista,SP,São Paulo,27,28,0
3605,2023,24196,FACULDADE CLEBER LEITE - EAD,SP,Santo André,15,15,0
3609,2023,24507,Escola de Ensino Superior da Fipe,SP,São Paulo,16,23,0
3614,2023,24709,Instituto Racine de Educação Superior,SP,São Paulo,20,20,0
3615,2023,24864,INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO,SP,São Paulo,30,31,5
3617,2023,25181,FACULDADE ALPHAVILLE,SP,Osasco,57,76,0
3619,2023,25451,Faculdade Prepara,SP,São José do Rio Preto,22,27,0
3620,2023,25474,Faculdade Microlins,SP,Catanduva,38,46,0
3622,2023,25576,Faculdade TERZIUS,SP,Campinas,10,18,0
3626,2023,28986,Faculdade de Tecnologia de Barretos,SP,Barretos,138,87,0
1817,2022,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,SP,São Paulo,650,323,50
1822,2022,33,FACULDADE DE TECNOLOGIA DE SOROCABA,SP,Sorocaba,246,152,37
1823,2022,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SP,São Paulo,4559,2722,425
1824,2022,35,FACULDADE DE TECNOLOGIA DE AMERICANA,SP,Americana,775,327,161
1825,2022,36,FACULDADE DE TECNOLOGIA RUBENS LARA,SP,Santos,741,356,134
1826,2022,37,FACULDADE DE TECNOLOGIA DE JAHU,SP,Jaú,384,181,78
1835,2022,124,UNIVERSIDADE DE ARARAQUARA,SP,Araraquara,140,74,32
1836,2022,125,CENTRO UNIVERSITÁRIO DE ARARAS -,SP,Araras,200,141,51
1837,2022,135,Claretiano - Centro Universitário,SP,Batatais,412,364,128
1838,2022,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,SP,Bauru,42,97,0
1839,2022,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,SP,Ribeirão Preto,27,24,7
1842,2022,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,SP,São José do Rio Preto,100,147,26
1843,2022,150,UNIVERSIDADE DE SOROCABA,SP,Sorocaba,137,113,25
1845,2022,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,SP,São Paulo,56,51,7
1848,2022,167,UNIVERSIDADE METODISTA DE SÃO PAULO,SP,São Bernardo do Campo,509,286,168
1850,2022,203,UNIVERSIDADE SÃO JUDAS TADEU,SP,São Paulo,1202,1127,156
1851,2022,206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,SP,São Paulo,750,557,174
1852,2022,207,CENTRO UNIVERSITÁRIO MOURA LACERDA,SP,Ribeirão Preto,74,47,29
1854,2022,221,UNIVERSIDADE CRUZEIRO DO SUL,SP,São Paulo,12801,10586,2124
1855,2022,224,Centro Universitário FMABC,SP,Santo André,36,10,10
1856,2022,227,UNIVERSIDADE CATÓLICA DE SANTOS,SP,Santos,291,600,0
1857,2022,242,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,SP,Santo André,2935,3071,61
1858,2022,244,CENTRO UNIVERSITÁRIO FIEO,SP,Osasco,52,39,10
1859,2022,254,CENTRO UNIVERSITÁRIO UNI-BAN,SP,São Paulo,2,2,0
1860,2022,263,FACULDADES INTEGRADAS CAMPOS SALLES,SP,São Paulo,211,59,4
1861,2022,265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,SP,Ourinhos,35,30,4
1863,2022,271,UNIVERSIDADE DO OESTE PAULISTA,SP,Presidente Prudente,190,71,70
1869,2022,316,UNIVERSIDADE NOVE DE JULHO,SP,São Paulo,12265,9358,2823
